,sample_id,Site,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Calditrichaeota,Bacteria|Candidatus Aerophobetes,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Desantisbacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Hydrogenedentes,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Margulisbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division CPR1,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
43,MMP11,MMP,0,0.14301,0,0,0.04499,3.05108,0.13467,0,0.23301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0,0,0.25722,0.00268,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,16.5361,0,0.03636,0,0,1.56238,0.00259,0,0,0,0.00025,0.00045,3.55993,0,0.02548,0.00263,0.86263,0.03524,0.02741,0,0,0,0.00041,0,0,0.00608,0.07703,0.00021,0.01763,0,0.01524,0,0,0.00056,0.00203,0,0
44,MMP12,MMP,0,0.19954,0,0,0.09651,4.2593,0.17364,0,0.31382,0,0,0,0,0.00593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,0,0.00283,0,0,0,0,0.00016,0,0,0,0,0,0,0.03797,0,13.34103,0,0.05251,0,0,2.47492,0.00268,0,0,0.00011,0.00048,0.00051,3.75526,0,0.10667,0.00884,0.31173,0.00015,0,0,0,0,0.00024,0,0.00863,0.02102,0.1594,0.00024,0.0373,0,0.01783,0,0.0003,0.00072,0.00257,0,0.00043
45,MMP13,MMP,0,0.18979,0,0,0.08885,3.87679,0.15731,0,0.53458,0,0,0,0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0.23045,0.00249,0.00467,0,0,0.00624,0.00011,0,0.00045,0,0,0,0,0.00011,0,16.66589,0,0.05853,0,0,1.35996,0.00433,0,0,0,0.00052,0.00039,3.97171,0,0.01328,0.00828,0.53978,0,0.03165,0,0,0,0.00036,0,0,0.09517,0.14789,0.00035,0.03714,0,0.01667,0,0.00381,0.00116,0.00313,0,0.00011
46,MMP14,MMP,0,0.11887,0,0,0.03624,2.96417,0.22162,0,0.23891,0,0,0,0,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0.20582,0.00225,0,0,0,0,0,0,0.00037,0.00015,0,0,0,0.00035,0,13.73371,0,0.02802,0,0,1.22933,0.00496,0,0,0,0.0014,0.00095,3.26466,0,0.08229,0.01553,0.23627,0,0.00017,0.00036,0,0,0.00101,0,0,0.01615,0.08312,0,0.02148,0,0.01467,0,0.00039,0.00019,0.00185,0,0
47,MMP15,MMP,0,0.10216,0,0,0.09731,4.08843,0.18116,0,0.82605,0,0,0,0,0.00401,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0.00554,0,0,0.00013,0,0.27915,0.00255,0,0,0,0,0,0,0,0.00057,0,0,0,0.00058,0,17.87981,0,0.06943,0,0,2.35287,0.00176,0,0,0,0.00048,0.00105,6.01873,0,0.10638,0.01756,1.21679,0,0.0127,0,0,0,0.00136,0,0,0.02712,0.18418,0.00012,0.0412,0,0.01731,0,0.001,0.00035,0.00348,0,0.0001
48,MMP16,MMP,0,0.12667,0,0,0.09424,3.3495,0.17261,0,0.33547,0,0,0,0,0.00606,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0.01485,0,0,0,0,0.22646,0.00276,0,0,0,0,0.0001,0,0,0,0,0,0,0.0022,0,15.06784,0,0.07661,0,0,3.59907,0.00306,0,0.00015,0,0.00044,0.00245,6.11419,0,0.56884,0.01432,0.31885,0.03961,0.01614,0.00056,0,0,0.00026,0,0,0.01034,0.17179,0.00048,0.01644,0,0.02121,0,0,0.00052,0.0031,0,0.00011
49,MMP17,MMP,0,0.09145,0,0,0.03801,3.03894,0.14103,0,0.484,0,0,0,0,0.00516,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0.00017,0.00296,0,0,0,0,0.20028,0.00204,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,13.18905,0,0.0552,0,0,0.89382,0.00349,0,0,0,0.00032,0.00084,7.50546,0,0.03116,0.00576,0.94222,0.05787,0.01475,0.00079,0,0,0.00022,0.00728,0,0.00694,0.11003,0.00021,0.01976,0,0.01884,0,0.00029,0.00017,0.00166,0,0
50,MMP18,MMP,0,0.07909,0,0,0.03857,3.22998,0.11795,0,0.48954,0,0,0,0,0.00367,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0.22543,0.00214,0.00946,0,0,0.0002,0.00012,0,0,0.00049,0,0,0,0.00029,0,17.23549,0,0.03686,0,0,1.06497,0.00356,0,0,0,0.00048,0.00132,5.34714,0,0.03376,0.0146,0.62156,0.02854,0.00558,0.00046,0,0,0.00038,0,0,0.04549,0.07532,0.00023,0.02008,0,0.02689,0,0.00034,0.00015,0.00234,0,0
51,MMP19,MMP,0,0.11306,0,0,0.10082,3.97081,0.15946,0,0.46172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0.00378,0,0,0,0,0.15639,0.00227,0.00767,0,0,0,0.00012,0,0,0.00024,0,0,0.00011,0.00035,0,14.42386,0,0.09059,0,0,2.95145,0.0033,0,0,0,0.00125,0.00058,6.64824,0,0.07828,0.02017,0.3202,0,0.00638,0.00053,0,0,0.00102,0,0,0.0511,0.16399,0.0007,0.06397,0.00027,0.01658,0,0.00019,0.00048,0.00361,0,0.00023
52,MMP20,MMP,0,0.15438,0,0,0.07777,1.98839,0,0.00011,0.23749,0,0,0,0,0.00284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0.17561,0.00191,0,0,0,0,0,0,0,0.00045,0,0,0,0.00047,0,11.68958,0,0.04628,0,0,2.70204,0.0039,0.00146,0,0,0,0.00034,4.39485,0,0.0305,0.03037,0.60175,0,0.00013,0,0,0,0.00044,0,0,0.0111,0.13098,0,0.02432,0,0.01604,0,0,0.00056,0.00285,0,0.00037
53,PNR1,PNR,0,0.17844,0,0,0.08042,2.24555,0.22758,0.00027,0.38425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0.00281,0,0,0.00011,0,0,0.00212,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,16.00058,0,0.08867,0,0,2.64908,0.0027,0,0.00018,0,0.00389,0.0008,7.59245,0,0.10582,0.00779,1.0325,0.02785,0.01362,0.00088,0,0,0.00029,0,0,0.01698,0.15965,0.00025,0.0355,0,0.01884,0,0.00062,0.00035,0.00256,0,0
54,PNR2,PNR,0,0.10661,0,0,0.00125,3.11232,0.12184,0,0.41362,0,0,0,0,0.00261,0,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01537,0,0,0,0,0.19104,0.00212,0.00694,0,0,0,0.00013,0,0,0.0003,0,0,0,0.00534,0,15.74395,0,0.04394,0,0,3.58408,0.00461,0.00124,0,0,0.00138,0.00048,8.58033,0,0.00849,0.00849,0.699,0.03532,0.00021,0,0,0,0.00048,0,0.00441,0.05778,0.13538,0.00022,0.02706,0,0.01306,0,0.00081,0.00056,0.00235,0,0
55,PNR3,PNR,0,0.09035,0,0,0.00082,3.4702,0.17362,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0.01612,0,0,0.00011,0,0.29593,0.00322,0,0,0,0,0.00022,0,0,0,0,0,0,0.00032,0,15.48151,0,0.05737,0,0,3.39471,0.0058,0,0,0,0.00041,0.00188,5.40806,0,0.10429,0.01034,0.91516,0,0,0.00064,0,0,0.00115,0,0,0.0191,0.10912,0.00045,0.03359,0,0.01872,0,0.00095,0.00024,0.00289,0,0.00011
56,CMB6,CMB,0,0.14162,0,0,0.04978,2.74268,0.21046,0.0002,0.51895,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202,0,0,0.00014,0,0.24929,0.00287,0.01022,0,0,0.00014,0.00015,0,0,0.00037,0,0,0.00015,0.00747,0,20.02561,0,0.06654,0,0,3.20697,0.0047,0.00047,0,0.00015,0.00112,0.00078,7.32982,0,0.01239,0.01294,0.74233,0.0531,0.01459,0.00253,0,0,0.00048,0,0,0.08891,0.19284,0.0003,0.06925,0.00028,0.03179,0,0.00035,0.00105,0.00492,0,0.00046
57,CMB7,CMB,0,0.09152,0,0,0.0186,2.97226,0.15945,0.00017,0.61376,0,0,0,0,0.00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01462,0,0,0,0,0.24553,0.00339,0,0,0,0.00015,0,0,0,0,0,0,0,0.01983,0,22.59146,0,0.05382,0,0,1.96331,0.01196,0.00011,0,0,0,0.00062,5.83382,0,0.04682,0.02286,0.45335,0.03135,0.01203,0.0004,0,0,0.00046,0,0,0.01156,0.14164,0.00031,0.03914,0,0.02067,0,0.00019,0.00018,0.00187,0,0
58,CMB8,CMB,0,0.0885,0,0,0.05644,2.57508,0.11266,0,0.38987,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0,0,0.00242,0.00746,0,0,0,0.00013,0,0,0.00034,0,0,0,0.00032,0,20.65624,0,0.03813,0,0,2.17736,0.00376,0,0.00028,0,0.0002,0.00089,2.78405,0,0.04631,0.01347,0.30529,0,0.0143,0.00012,0,0,0.00043,0,0,0.00756,0.17167,0.00024,0.06616,0,0.02671,0,0.00027,0.00027,0.00277,0,0
59,CMB9,CMB,0,0.06449,0,0,0.04099,3.85958,0.12841,0,0.44693,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0.2119,0.00194,0,0,0,0.00012,0.00012,0,0,0.0003,0,0,0,0.02229,0,12.46859,0,0.05746,0,0,2.0875,0.00489,0.00058,0.00031,0,0.00022,0.00103,10.29438,0,0.03028,0.0138,1.13539,0.01359,0,0.0006,0,0,0.00021,0,0,0.02714,0.13858,0.00019,0.06617,0,0.01821,0,0.00147,0.00022,0.00152,0,0
60,CMB10,CMB,0,0.07918,0,0,0.06366,2.08752,0.14323,0,0.37589,0,0,0,0,0,0.00941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518,0,0,0,0,0.00018,0.00208,0.01008,0,0.00055,0.0004,0.00015,0,0,0.00028,0,0,0,0.01782,0,21.56673,0,0.03005,0,0,1.89982,0.00367,0,0.00029,0,0.00045,0.00068,6.25294,0,0.03964,0.01125,0.87991,0.04505,0.01929,0,0,0,0.0005,0,0,0.0057,0.12783,0,0.0649,0,0.02625,0,0.0001,0.00011,0.00238,0,0.00028
61,CMB11,CMB,0,0.09067,0,0,0.04269,2.96941,0.14508,0,0.3639,0,0,0,0,0.00696,0,0,0,0,0,0.00011,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.00695,0,0,0,0,0.24114,0.00251,0.01039,0,0,0.00023,0.00015,0,0,0.00023,0,0,0,0.0224,0,20.9729,0,0.03335,0,0,1.99218,0.0063,0,0,0,0.00423,0.00064,6.85813,0,0.05027,0.01662,0.35147,0.04707,0.01385,0.00514,0,0,0.00031,0,0,0.00885,0.14575,0,0.07381,0,0.03832,0,0.00328,0,0.00219,0,0
62,RF13,RF,0,0.14424,0,0,0.10855,3.87784,0.12519,0.00011,1.18631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01535,0,0,0.00014,0,0.03162,0.00203,0,0,0,0,0,0,0,0.00034,0,0,0,0.01776,0,16.96917,0,0.12309,0,0,2.72086,0.00419,0.00097,0,0,0.00308,0.00089,7.81641,0,0.02913,0.01151,0.60961,0.07495,0.02264,0.00425,0,0,0.00025,0,0,0.04231,0.41038,0.00031,0.0929,0,0.03204,0,0.00045,0.00081,0.00758,0,0.00012
63,CMB13,CMB,0,0.10138,0,0,0.05192,2.045,0.17763,0,0.1873,0,0,0,0,0.00478,0,0,0,0,0,0,0,0.00093,0.00019,0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0.29742,0.00287,0.00807,0,0,0.0002,0.00021,0,0,0.00028,0,0,0,0.00032,0,21.0618,0,0.0492,0,0,1.14595,0.00388,0,0,0,0.00038,0.00012,4.15936,0,0.04045,0.01604,0.72948,0,0.00656,0,0,0,0.00033,0,0,0.06436,0.15445,0.00017,0.07242,0,0.0289,0,0.00022,0.00012,0.00288,0,0
64,CMB14,CMB,0,0.1432,0,0,0.05318,2.57769,0.12364,0,0.27667,0,0,0,0,0.00477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0,0,0,0,0.22537,0.002,0.00788,0,0,0.00033,0.00016,0,0,0.00011,0,0,0,0.01834,0,16.38145,0,0.04115,0,0,1.89262,0.00272,0,0,0,0.00468,0.00094,3.4287,0,0.03247,0.01364,0.7582,0,0.0087,0,0,0,0,0,0,0.05746,0.15271,0,0.07474,0,0.01855,0,0,0.00017,0.00288,0,0
65,CMB15,CMB,0,0.11813,0,0,0.02238,2.64687,0.1192,0,0.33188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0.00189,0,0,0,0,0.00015,0,0,0,0,0,0,0.00809,0,9.44983,0,0.03341,0,0,2.31891,0.00731,0,0,0,0,0.00046,13.23661,0,0.01931,0.00652,1.51018,0.1148,0.02067,0.00349,0,0,0.0002,0,0,0.00999,0.20187,0,0.0977,0,0.02454,0,0,0.00029,0.00192,0,0.00024
66,CMB16,CMB,0,0.14718,0,0,0.07843,2.67634,0.22925,0,0.57915,0,0,0,0,0.00661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01097,0,0,0,0,0,0.00347,0,0,0,0.00013,0.00021,0,0,0.00033,0,0,0,0.00021,0,18.15332,0,0.0511,0,0,2.17234,0.00521,0,0,0,0.00045,0.00105,7.0683,0,0.04679,0.02621,2.41383,0.00012,0.02644,0.00103,0,0,0.00049,0,0,0.01166,0.18208,0.00019,0.10002,0,0.04303,0,0.00021,0.00026,0.00321,0,0.00015
67,CMB17,CMB,0,0.11717,0,0,0.08099,2.09372,0.09396,0.00011,0.35546,0,0,0,0,0.00224,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0.00405,0,0,0,0,0.0113,0,0,0,0,0.13651,0.00219,0,0,0,0,0.00016,0,0,0.00033,0,0,0,0.0006,0,11.95255,0,0.03863,0,0,1.29746,0.0046,0,0,0,0.00063,0.00134,9.74412,0,0.00771,0.01845,0.02623,0,0.01437,0.00046,0,0,0.00032,0,0,0.05154,0.16683,0.00014,0.10231,0,0.0153,0,0.00348,0.00055,0.00349,0,0.00023
68,CMB18,CMB,0,0.14314,0,0,0.05716,2.14533,0.1574,0,0.26548,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0.16663,0.00217,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,14.63891,0,0.04472,0,0.00015,1.85493,0.00501,0,0,0.00012,0,0.00117,6.6568,0,0.00844,0.02169,0.94664,0.04496,0.01926,0,0,0.00628,0.00039,0,0,0.01465,0.17512,0.00013,0.08811,0,0.02308,0,0,0.0006,0.003,0,0.00035
69,CMB19,CMB,0,0.15606,0,0,0.07881,2.81769,0.09934,0,0.45678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206,0,0,0,0,0.1525,0.00259,0,0,0,0,0,0,0,0.00025,0,0,0,0.00027,0,9.2203,0,0.03565,0,0,2.49303,0.00191,0,0,0,0,0.00034,9.58248,0,0.03931,0.01337,0.52155,0,0.03344,0,0,0,0.00031,0,0,0.07476,0.24872,0.00022,0.15189,0,0.02858,0,0.00012,0.00042,0.00186,0,0
70,CMB20,CMB,0,0.11804,0,0,0.05628,1.82446,0.10634,0,0.3938,0,0,0,0,0.00475,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0.00217,0,0,0,0,0,0,0,0.00042,0,0,0,0.00123,0,11.647,0,0.0403,0,0.00011,2.07587,0.00513,0,0,0,0.00019,0.00043,11.50956,0,0.03187,0.02479,0.81692,0.04942,0.01701,0,0,0,0.00035,0,0,0.04456,0.12476,0.00018,0.06313,0,0.0115,0,0.00015,0.00019,0.00246,0,0
71,CMB21,CMB,0,0.14092,0,0,0.12928,1.63265,0.12424,0.00012,0.37142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01323,0,0,0,0,0.12464,0.00207,0.00811,0,0,0.00022,0.0002,0,0,0.00022,0,0,0,0.01491,0,19.50977,0,0.03789,0,0,1.69668,0.00336,0,0.00029,0,0.00175,0.00038,4.13479,0,0.03251,0.0088,0.37198,0.02101,0.02989,0.00032,0,0,0.00021,0,0,0.04559,0.1562,0,0.08718,0,0.04157,0,0.00013,0.0004,0.00207,0,0.00034
72,CMB22,CMB,0,0.1335,0,0,0.03876,2.14109,0.23758,0.00014,0.38086,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0,0,0.00013,0,0.24188,0.00234,0,0,0,0,0.00012,0,0,0.00033,0,0.0002,0,0.02254,0,17.20318,0,0.03337,0,0,1.23826,0.00526,0,0,0,0.00236,0.00294,4.16837,0,0.06482,0.01684,0.81331,0,0.01413,0,0,0,0.0004,0,0,0.00763,0.13354,0.00011,0.03313,0,0.02307,0,0,0.0004,0.00198,0,0.00012
73,CMB23,CMB,0,0.11317,0,0,0.04312,2.20691,0.19326,0,0.47724,0,0,0,0,0.00487,0.00852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559,0,0,0,0,0.24417,0.00306,0.00875,0,0,0.00051,0.00013,0,0,0.00026,0,0,0,0.00031,0,19.23317,0,0.0472,0,0,1.92179,0.0053,0,0.00017,0,0.00039,0.00026,3.64436,0,0.04628,0.01704,0.70442,0,0.01618,0,0,0,0.00041,0,0,0.01233,0.13398,0.00036,0.06622,0,0.03025,0,0.00022,0.00013,0.00298,0,0
74,CMB24,CMB,0,0.07964,0,0,0,1.71123,0.1431,0,0.35669,0,0,0,0,0.00603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236,0,0,0,0,0.19269,0.00249,0.00658,0,0,0,0,0,0,0.00022,0,0,0,0.01913,0,19.86069,0,0.0267,0,0,2.42948,0.00607,0,0,0,0,0.0008,5.812,0,0.03762,0.00836,0.45667,0,0.01018,0.0004,0,0,0.00048,0,0,0.03189,0.11025,0.00019,0.0436,0,0.01764,0,0,0.00032,0.00191,0,0
75,CMB26,CMB,0,0.12241,0,0,0.04587,1.66894,0.00256,0,0.47854,0,0,0,0,0,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411,0,0,0,0,0.19238,0.00248,0.00791,0,0,0.00013,0.00019,0,0,0,0,0,0,0.00033,0,16.19209,0,0.0371,0,0,2.10063,0.00499,0,0,0,0.00564,0.00011,6.55483,0,0.05215,0.02033,0.37473,0,0.00785,0.00104,0,0,0.00033,0,0,0.06264,0.15279,0.00013,0.08823,0,0.02428,0,0,0.00034,0.00329,0,0.00021
76,CMB27,CMB,0,0.09559,0,0,0.07217,2.7087,0.22962,0.00016,0.36772,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0.23952,0.00301,0,0,0,0,0.00011,0,0,0.00033,0,0,0,0.00397,0,17.29765,0,0.03322,0,0,1.04578,0.00368,0,0,0,0,0.00106,3.37949,0,0.02337,0.02523,1.09321,0.0322,0.01164,0.00176,0,0,0.00032,0,0,0.0499,0.13294,0.00012,0.06,0,0.0172,0,0.00185,0.00072,0.00194,0,0
77,CMB28,CMB,0,0.10934,0,0,0.10829,1.66634,0.12866,0,0.33319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0,0,0.00043,0,0.0222,0.00287,0.00888,0,0,0.00023,0.00013,0,0,0.00029,0,0,0,0.01905,0,17.92957,0,0.05064,0,0,2.62738,0.01016,0,0,0,0.00046,0.00171,5.31957,0,0.02886,0.0198,0.0145,0,0.01884,0.00027,0,0,0.00034,0,0,0.01103,0.1815,0,0.06785,0,0.04115,0,0.00012,0.00016,0.00329,0,0.00034
78,SLG1,SLG,0,0.14276,0,0,0.0015,4.01283,0.14245,0,0.69211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0.00535,0,0,0,0,0,0.00248,0.00968,0,0,0,0,0,0,0.00018,0,0,0,0.0004,0,16.14067,0,0.0749,0,0,2.51938,0.00439,0.00015,0,0,0.00046,0.00024,7.09967,0,0.04189,0.01162,0.61834,0.02682,0.01107,0,0,0,0.00032,0,0,0.09066,0.20073,0,0.06763,0,0.02929,0,0.00055,0.00033,0.00355,0,0
79,SLG2,SLG,0,0.12564,0,0,0.06065,2.60933,0.14634,0,0.37977,0,0,0,0,0.00459,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0.01411,0,0,0.00015,0,0.21801,0.0023,0,0,0,0.00019,0.00018,0,0,0.00033,0,0,0,0.00189,0,16.06959,0,0.04987,0,0,2.12676,0.00374,0.0001,0,0,0.00028,0.00093,3.33037,0,0.03515,0.01322,0.58054,0.03507,0.0166,0,0,0,0.0003,0,0,0.07131,0.11431,0.00037,0.03237,0,0.04902,0,0.00036,0.00013,0.00221,0,0
80,SLG3,SLG,0,0.1507,0,0,0.10327,6.01278,0.11406,0,0.58839,0,0,0,0,0.00431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426,0,0,0,0,0.22053,0.00217,0,0,0,0.00014,0,0,0,0.00022,0,0,0,0.01667,0,13.9989,0,0.14049,0,0,3.20908,0.00519,0.00051,0,0,0.00032,0.00024,5.40718,0,0.03406,0.01444,0.73999,0.00014,0.01319,0,0,0,0.00034,0,0,0.16512,0.32337,0.00116,0.08439,0,0.04234,0,0.00114,0.00074,0.00586,0,0.00067
81,SLG4,SLG,0,0.12162,0,0,0.06101,3.50994,0.12169,0,0.59709,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0.00341,0.009,0,0,0,0.19547,0.00238,0.00671,0,0,0.00012,0,0,0,0,0,0,0,0.01809,0,16.49111,0,0.08563,0,0,1.7362,0.00427,0,0,0,0.00139,0.00051,6.92269,0,0.02944,0.01176,0.49298,0.03146,0,0.003,0,0,0.00027,0,0,0.13071,0.17702,0.00047,0.06638,0,0.0253,0.00012,0.00017,0.00053,0.00252,0,0
82,SLG5,SLG,0,0.12917,0,0,0.07988,4.75267,0.14433,0,0.85317,0,0,0,0,0.00062,0,0,0,0,0,0,0,0.00046,0.00021,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.14816,0.00261,0,0,0,0.0001,0.00014,0,0,0.0003,0,0,0.00029,0.00331,0,18.80588,0,0.10474,0,0.00023,2.07424,0.00632,0.00014,0.00018,0,0,0.00042,6.58474,0,0.05097,0.00933,0.30702,0,0.01164,0.00116,0,0,0.00035,0,0,0.14211,0.2424,0.00068,0.07075,0,0.03514,0,0,0.00148,0.00425,0,0.00012
83,SLG6,SLG,0,0.1302,0,0,0.04699,3.05795,0,0,0.33503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0.19337,0.00199,0,0,0,0.00031,0,0,0,0.00036,0,0,0.00325,0.0005,0,14.75975,0,0.04665,0,0,2.13027,0.005,0.00015,0.0003,0,0.0004,0.00086,5.63206,0,0.04842,0.0206,0.33011,0.04812,0.01514,0.00066,0,0,0.00059,0,0,0.08277,0.15451,0,0.026,0,0.02623,0,0.00051,0.00039,0.00318,0,0
84,SLG8,SLG,0,0.15057,0,0,0.08725,2.87184,0.17968,0,0.60892,0,0,0,0,0.00457,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0.01289,0,0,0.00013,0,0,0.00293,0,0,0,0,0,0,0,0.00048,0,0,0.00015,0.00047,0,15.29525,0,0.08139,0,0,2.62759,0.00265,0,0.00013,0,0.00417,0.00071,5.93124,0,0.69219,0.01565,1.27413,0,0.00825,0,0,0,0.00033,0,0,0.00959,0.16364,0.00037,0.0397,0,0.0207,0,0.00021,0.00044,0.00297,0,0.00044
